Global Unit,Organizational Unit,Date,Company,MHW (C + NC),MHW ( C ),# Employees (C+NC),# Employees (C)
Commercial Vice Presidency,Comptroller and Risk Management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Las Bambas Presidency,Executive Office,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Commercial Vice Presidency,Tax Management,2019-11-01,Company,702.0,702.0,5.0,5.0
Commercial Vice Presidency,Tax Management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Global Business Services & Technology,Technology,2019-11-01,Contractors,3132.0,3132.0,15.0,15.0
Development Vice Presidency,Project Services Management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Resources Development Management,2019-11-01,Contractors,106209.0,106209.0,406.0,406.0
SHE Vice Presidency,Environment Management,2019-11-01,Contractors,24772.0,24772.0,111.0,111.0
SHE Vice Presidency,Environment Management,2019-11-01,Company,4411.0,4411.0,27.0,27.0
General Management Operations Las Bambas,Operations General Management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Logistics and Site Services Management,Logistics and Site Services Management,2019-11-01,Company,14122.5,14122.5,82.0,82.0
Development Vice Presidency,Project Services Management,2019-11-01,Company,189.0,189.0,1.0,1.0
Vice Presidency of Community Relations,Community Relations Management Site,2019-11-01,Company,7953.0,7953.0,48.0,48.0
Vice Presidency of Community Relations,Community Relations Management Site,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Operational Excellence,Vice Presidency of Operational Excellence,2019-11-01,Company,199.5,199.5,1.0,1.0
Development Vice Presidency,Resources Development Management,2019-11-01,Company,5932.25,5932.25,32.0,32.0
Vice Presidency of Human Resources,Development and Training Management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Commercial Vice Presidency,Commercial Vice Presidency,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Operations Vice Presidency,maintenance management,2019-11-01,Contractors,175201.0,175201.0,985.0,985.0
Logistics and Site Services Management,Logistics and Site Services Management,2019-11-01,Contractors,395246.0,177460.0,1909.0,1401.0
Development Vice Presidency,Development Vice Presidency,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Community Relations,South Zone Community Relations Management,2019-11-01,Company,5017.5,5017.5,31.0,31.0
Vice Presidency of Operational Excellence,Vice Presidency of Operational Excellence,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice President of Projects,TSF Project Management,2019-11-01,Company,798.0,798.0,4.0,4.0
General Management Operations Las Bambas,Operations General Management,2019-11-01,Company,924.2142857142858,924.2142857142858,5.0,5.0
Commercial Vice Presidency,Commercial Vice Presidency,2019-11-01,Company,189.0,189.0,1.0,1.0
Operations Vice Presidency,Mine Operations Management,2019-11-01,Company,143584.25,143584.25,862.0,862.0
Global Business Services & Technology,Technology,2019-11-01,Company,3589.5,3589.5,20.0,20.0
Operations Vice Presidency,maintenance management,2019-11-01,Company,62687.16,62687.16,386.0,386.0
Vice Presidency of Community Relations,South Zone Community Relations Management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Engineering Management,2019-11-01,Company,1921.5,1921.5,10.0,10.0
Vice Presidency of Human Resources,Development and Training Management,2019-11-01,Company,1774.5,1774.5,10.0,10.0
Commercial Vice Presidency,finance management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Studies Management,2019-11-01,Company,1656.0,1656.0,9.0,9.0
Vice Presidency of Supply,Vice Presidency of Supply,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Supply,Vice Presidency of Supply,2019-11-01,Company,567.0,567.0,3.0,3.0
Vice Presidency of Community Relations,Social Studies Department,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Community Relations,Social Studies Department,2019-11-01,Company,409.5,409.5,2.0,2.0
SHE Vice Presidency,Health and Safety Management,2019-11-01,Company,5901.0,5901.0,31.0,31.0
Vice Presidency of Community Relations,Social Development Management,2019-11-01,Company,199.5,199.5,1.0,1.0
Development Vice Presidency,Engineering Management,2019-11-01,Contractors,85012.0,6083.0,399.0,29.0
Development Vice Presidency,Studies Management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice President of Projects,Project Implementation Management,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice President of Projects,Project Implementation Management,2019-11-01,Company,997.5,997.5,5.0,5.0
Vice Presidency of Legal Affairs,Vice Presidency of Legal Affairs,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Operational Excellence,Operational Excellence Management 1,2019-11-01,Contractors,0.0,0.0,0.0,0.0
SHE Vice Presidency,Health and Safety Management,2019-11-01,Contractors,11176.0,11176.0,69.0,69.0
Commercial Vice Presidency,finance management,2019-11-01,Company,1512.0,1512.0,8.0,8.0
Vice Presidency of Operational Excellence,Operational Excellence Management 2,2019-11-01,Company,2362.5,2362.5,12.0,12.0
Operations Vice Presidency,Technical Services Management,2019-11-01,Company,15671.75,15671.75,88.0,88.0
Operations Vice Presidency,Technical Services Management,2019-11-01,Contractors,8532.0,8532.0,37.0,37.0
Vice Presidency of Corporate Affairs,Vice Presidency of Corporate Affairs,2019-11-01,Company,756.0,756.0,4.0,4.0
Vice Presidency of Legal Affairs,Vice Presidency of Legal Affairs,2019-11-01,Company,720.0,720.0,5.0,5.0
Vice Presidency of Corporate Affairs,Vice Presidency of Corporate Affairs,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Operational Excellence,Operational Excellence Management 3,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Operational Excellence,Operational Excellence Management 3,2019-11-01,Company,189.0,189.0,1.0,1.0
SHE Vice Presidency,SHE Vice Presidency,2019-11-01,Company,189.0,189.0,1.0,1.0
SHE Vice Presidency,SHE Vice Presidency,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Operational Excellence,Operational Excellence Management 2,2019-11-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Operational Excellence,Operational Excellence Management 1,2019-11-01,Company,694.5,694.5,4.0,4.0
Development Vice Presidency,Project Services Management,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Community Relations,Community Relations Management Site,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Community Relations,Community Relations Management Site,2019-12-01,Company,6245.25,6245.25,42.0,42.0
Development Vice Presidency,Project Services Management,2019-12-01,Company,198.0,198.0,1.0,1.0
Vice Presidency of Human Resources,Human Resources Management,2019-12-01,Contractors,308.0,308.0,2.0,2.0
Vice President of Projects,Project Construction Management,2019-12-01,Company,1743.0,1743.0,11.0,11.0
Development Vice Presidency,Service Management and Project Support,2019-12-01,Company,3274.5,3274.5,20.0,20.0
Development Vice Presidency,Service Management and Project Support,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice President of Projects,TSF Project Management,2019-12-01,Contractors,120969.5,127809.5,729.0,759.0
Vice President of Projects,TSF Project Management,2019-12-01,Company,1039.5,1039.5,5.0,5.0
Vice Presidency of Community Relations,South Zone Community Relations Management,2019-12-01,Company,4588.5,4588.5,27.0,27.0
Vice Presidency of Human Resources,Human Resources Management,2019-12-01,Company,1713.0,1713.0,12.0,12.0
Vice Presidency of Community Relations,South Zone Community Relations Management,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Global Business Services & Technology,Technology,2019-12-01,Contractors,0.0,0.0,0.0,0.0
SHE Vice Presidency,Health and Safety Management,2019-12-01,Contractors,10892.0,10892.0,61.0,61.0
Vice President of Projects,Project Management - 3rd Ball Mill,2019-12-01,Company,643.5,643.5,4.0,4.0
Global Business Services & Technology,Global Business Services,2019-12-01,Company,4095.0,4095.0,22.0,22.0
Global Business Services & Technology,Global Business Services,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Pit3 Management,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Global Business Services & Technology,Technology,2019-12-01,Company,3580.5,3580.5,19.0,19.0
Operations Vice Presidency,Mine Operations Management,2019-12-01,Company,151182.75,151182.75,865.0,865.0
Operations Vice Presidency,Mine Operations Management,2019-12-01,Contractors,175265.08000000002,155357.08000000002,789.0,711.0
Development Vice Presidency,Environmental Permits Management,2019-12-01,Company,1356.0,1356.0,7.0,7.0
Development Vice Presidency,Environmental Permits Management,2019-12-01,Contractors,2168.0,2168.0,27.0,27.0
SHE Vice Presidency,SHE Vice Presidency,2019-12-01,Company,310.5,310.5,2.0,2.0
Development Vice Presidency,Pit3 Management,2019-12-01,Company,685.5,685.5,6.0,6.0
SHE Vice Presidency,Health and Safety Management,2019-12-01,Company,5103.0,5103.0,31.0,31.0
Vice President of Projects,Project Construction Management,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Operations Vice Presidency,maintenance management,2019-12-01,Contractors,360.0,360.0,3.0,3.0
Vice Presidency of Operational Excellence,Operational Excellence Management 3,2019-12-01,Company,198.0,198.0,1.0,1.0
Vice Presidency of Supply,"Planning Management, Inventory. and Warehouses",2019-12-01,Company,4590.25,4590.25,27.0,27.0
Vice Presidency of Operational Excellence,Operational Excellence Management 3,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Corporate Affairs,Vice Presidency of Corporate Affairs,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Corporate Affairs,Vice Presidency of Corporate Affairs,2019-12-01,Company,711.0,711.0,4.0,4.0
Operations Vice Presidency,maintenance management,2019-12-01,Company,63792.75,63792.75,386.0,386.0
Commercial Vice Presidency,Commercial Vice Presidency,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Commercial Vice Presidency,finance management,2019-12-01,Company,1668.25,1668.25,9.0,9.0
Commercial Vice Presidency,finance management,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Commercial Vice Presidency,Commercial Vice Presidency,2019-12-01,Company,366.0,366.0,2.0,2.0
Commercial Vice Presidency,Tax Management,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Logistics and Site Services Management,Logistics and Site Services Management,2019-12-01,Contractors,206717.0,115899.0,953.0,541.0
Logistics and Site Services Management,Logistics and Site Services Management,2019-12-01,Company,13675.25,13675.25,79.0,79.0
Vice President of Projects,Project Management of Mines and Others,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Engineering Management,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Engineering Management,2019-12-01,Company,1612.5,1612.5,11.0,11.0
Vice President of Projects,Project Implementation Management,2019-12-01,Contractors,105498.0,105498.0,468.0,468.0
Operations Vice Presidency,Technical Services Management,2019-12-01,Company,14979.25,14979.25,86.0,86.0
Vice Presidency of Supply,Vice Presidency of Supply,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Supply,Vice Presidency of Supply,2019-12-01,Company,1116.0,1116.0,7.0,7.0
Commercial Vice Presidency,Tax Management,2019-12-01,Company,621.0,621.0,5.0,5.0
SHE Vice Presidency,SHE Vice Presidency,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Internal Protection Management,Internal Protection Management,2019-12-01,Company,1140.5,1140.5,7.0,7.0
SHE Vice Presidency,Environment Management,2019-12-01,Company,4428.5,4428.5,26.0,26.0
SHE Vice Presidency,Environment Management,2019-12-01,Contractors,27036.0,27036.0,135.0,135.0
Vice President of Projects,Project Management - 3rd Ball Mill,2019-12-01,Contractors,100010.0,100010.0,549.0,549.0
Vice President of Projects,Project Management of Mines and Others,2019-12-01,Company,556.5,556.5,3.0,3.0
Vice President of Projects,Project Implementation Management,2019-12-01,Company,1281.0,1281.0,6.0,6.0
Internal Protection Management,Internal Protection Management,2019-12-01,Contractors,2136.0,2136.0,13.0,13.0
Operations Vice Presidency,Operations Vice Presidency,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Operations Vice Presidency,Concentrator Plant Management,2019-12-01,Company,36734.5,36734.5,230.0,230.0
Development Vice Presidency,Development Vice Presidency,2019-12-01,Company,279.0,279.0,2.0,2.0
Development Vice Presidency,Development Vice Presidency,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Operations Vice Presidency,Operations Vice Presidency,2019-12-01,Company,388.5,388.5,2.0,2.0
Vice Presidency of Corporate Affairs,Communications Management,2019-12-01,Company,1984.5,1984.5,14.0,14.0
Commercial Vice Presidency,Comptroller and Risk Management,2019-12-01,Company,553.5,553.5,4.0,4.0
Vice Presidency of Human Resources,Development and Training Management,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Legal Affairs,Management of Mining Legal Affairs,2019-12-01,Company,816.0,816.0,5.0,5.0
General Management Operations Las Bambas,Operations General Management,2019-12-01,Company,495.0,495.0,3.0,3.0
Vice Presidency of Community Relations,Vice Presidency of Community Relations,2019-12-01,Company,3927.0,3927.0,22.0,22.0
Vice Presidency of Legal Affairs,Land Acquisition and Resettlement Management,2019-12-01,Company,966.0,966.0,7.0,7.0
Vice Presidency of Operational Excellence,Operational Excellence Management 1,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Operational Excellence,Operational Excellence Management 1,2019-12-01,Company,1110.0,1110.0,6.0,6.0
Vice President of Projects,Vice President of Projects,2019-12-01,Contractors,31429.0,31429.0,197.0,197.0
Vice President of Projects,Vice President of Projects,2019-12-01,Company,357.0,357.0,2.0,2.0
Vice Presidency of Community Relations,Social Development Management,2019-12-01,Company,556.5,556.5,3.0,3.0
Vice Presidency of Operational Excellence,Vice Presidency of Operational Excellence,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Operational Excellence,Vice Presidency of Operational Excellence,2019-12-01,Company,336.0,336.0,3.0,3.0
Vice Presidency of Supply,Contracting Management,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Supply,Contracting Management,2019-12-01,Company,1692.0,1692.0,12.0,12.0
Commercial Vice Presidency,Business Evaluation Management,2019-12-01,Company,306.0,306.0,2.0,2.0
Commercial Vice Presidency,Business Evaluation Management,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Community Relations,Vice Presidency of Community Relations,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Legal Affairs,Vice Presidency of Legal Affairs,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Legal Affairs,Vice Presidency of Legal Affairs,2019-12-01,Company,819.0,819.0,5.0,5.0
Commercial Vice Presidency,Comptroller and Risk Management,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Regional Management of Technical Services,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Las Bambas Presidency,Executive Office,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Legal Affairs,Land Acquisition and Resettlement Management,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Regional Management of Technical Services,2019-12-01,Company,1890.0,1890.0,13.0,13.0
Vice Presidency of Human Resources,Development and Training Management,2019-12-01,Company,1222.5,1222.5,10.0,10.0
Operations Vice Presidency,Concentrator Plant Management,2019-12-01,Contractors,7535.0,7535.0,42.0,42.0
Group Explorations Management,Group Explorations Management,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Group Explorations Management,Group Explorations Management,2019-12-01,Company,441.0,441.0,3.0,3.0
Vice Presidency of Supply,Procurement Management - Projects,2019-12-01,Company,0.0,0.0,1.0,1.0
Vice Presidency of Supply,Procurement Management - Projects,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Operational Excellence,Operational Excellence Management 2,2019-12-01,Company,777.0,777.0,7.0,7.0
Vice Presidency of Operational Excellence,Operational Excellence Management 2,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Operations Vice Presidency,Technical Services Management,2019-12-01,Contractors,12348.0,12348.0,69.0,69.0
Development Vice Presidency,Resources Development Management,2019-12-01,Company,6464.75,6464.75,36.0,36.0
Development Vice Presidency,Resources Development Management,2019-12-01,Contractors,50856.0,50856.0,287.0,287.0
General Management Operations Las Bambas,Operations General Management,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Human Resources,Vice Presidency of Human Resources,2019-12-01,Company,603.0,603.0,5.0,5.0
Vice Presidency of Supply,"Planning Management, Inventory. and Warehouses",2019-12-01,Contractors,88556.0,15243.599999999999,379.0,427.0
Vice Presidency of Corporate Affairs,Communications Management,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Corporate Affairs,Public Affairs Management,2019-12-01,Company,243.0,243.0,2.0,2.0
Development Vice Presidency,Studies Management,2019-12-01,Company,1534.5,1534.5,10.0,10.0
Vice Presidency of Legal Affairs,Management of Mining Legal Affairs,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Las Bambas Presidency,Executive Office,2019-12-01,Company,915.0,915.0,5.0,5.0
Vice Presidency of Corporate Affairs,Regional Public Affairs Management,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Studies Management,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Senior Management of Operational Excellence and Strategy,Senior Management of Operational Excellence and Strategy,2019-12-01,Company,153.0,153.0,1.0,1.0
Vice Presidency of Community Relations,Social Studies Department,2019-12-01,Company,0.0,0.0,1.0,1.0
Vice Presidency of Human Resources,Vice Presidency of Human Resources,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Community Relations,Social Studies Department,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Corporate Affairs,Public Affairs Management,2019-12-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Corporate Affairs,Regional Public Affairs Management,2019-12-01,Company,978.0,978.0,6.0,6.0
Operations Vice Presidency,Mine Operations Management,2020-01-01,Company,149899.82142857142,149899.82142857142,863.0,863.0
Operations Vice Presidency,maintenance management,2020-01-01,Company,63740.5,63740.5,379.0,379.0
Development Vice Presidency,Studies Management,2020-01-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Supply,Logistics Management,2020-01-01,Company,13111.5,13111.5,71.0,71.0
Operations Vice Presidency,Concentrator Plant Management,2020-01-01,Company,36960.75,36960.75,218.0,218.0
Vice Presidency of Legal Affairs,Finance and Business Evaluation Management,2020-01-01,Company,2386.0,2386.0,12.0,12.0
Vice Presidency of Corporate Affairs,Corporate Affairs Management,2020-01-01,Company,3607.5,3607.5,19.0,19.0
Commercial Vice Presidency,Tax and Comptroller Management,2020-01-01,Contractors,0.0,0.0,0.0,0.0
Vice President of Projects,TSF Project Management,2020-01-01,Contractors,133240.5,133240.5,833.0,833.0
Las Bambas Presidency,Executive Office,2020-01-01,Contractors,0.0,0.0,0.0,0.0
Vice President of Projects,Project Development Management,2020-01-01,Company,369.0,369.0,2.0,2.0
Development Vice Presidency,Environmental Permits Management,2020-01-01,Contractors,1728.0,1728.0,10.0,10.0
Vice Presidency of Supply,Procurement Management - Projects,2020-01-01,Contractors,93497.0,93497.0,401.0,401.0
Operations Vice Presidency,maintenance management,2020-01-01,Contractors,95823.0,93364.8,638.0,638.0
Vice President of Projects,Studies Management,2020-01-01,Company,1179.0,1179.0,6.0,6.0
Operations Vice Presidency,Mine Operations Management,2020-01-01,Contractors,144439.0,144439.0,648.0,648.0
Vice Presidency of Corporate Affairs,Resources Development Management,2020-01-01,Company,5993.0,5993.0,34.0,34.0
Operations Vice Presidency,Concentrator Plant Management,2020-01-01,Contractors,10586.0,7847.0,62.0,49.0
Internal Protection Management,Internal Protection Management,2020-01-01,Contractors,67907.0,67907.0,286.0,286.0
Commercial Vice Presidency,Technology,2020-01-01,Company,3477.0,3477.0,18.0,18.0
Vice Presidency of Human Resources,Strategic Planning Management,2020-01-01,Company,3339.0,3339.0,18.0,18.0
Commercial Vice Presidency,Internal Protection Management,2020-01-01,Company,3013.5,3013.5,16.0,16.0
SHE Vice Presidency,Tax and Comptroller Management,2020-01-01,Company,1320.0,1320.0,8.0,8.0
Commercial Vice Presidency,Personnel Management,2020-01-01,Company,576.0,576.0,3.0,3.0
Commercial Vice Presidency,Global Business Services,2020-01-01,Company,4394.97,4394.97,22.0,22.0
Logistics and Site Services Management,Logistics and Site Services Management,2020-01-01,Contractors,364024.0,141560.4,1638.0,1229.0
Vice President of Projects,Development Management,2020-01-01,Company,1474.5,1474.5,7.0,7.0
Global Business Services & Technology,Global Business Services,2020-01-01,Contractors,7410.0,7038.0,32.0,31.0
SHE Vice Presidency,SHE Management,2020-01-01,Contractors,10224.0,10224.0,56.0,56.0
Vice Presidency of Supply,SHE Management,2020-01-01,Company,8992.25,8992.25,46.0,46.0
Commercial Vice Presidency,"Commercial General Management, Finance and Business Support",2020-01-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Human Resources,Senior Project Management,2020-01-01,Company,231.0,231.0,1.0,1.0
Vice Presidency of Supply,Supply Management,2020-01-01,Company,8344.0,8344.0,47.0,47.0
Vice Presidency of Supply,Supply Management,2020-01-01,Contractors,90848.0,22460.4,443.0,443.0
Vice Presidency of Legal Affairs,"Commercial General Management, Finance and Business Support",2020-01-01,Company,171.0,171.0,1.0,1.0
Vice President of Projects,Proyect Management,2020-01-01,Contractors,0.0,0.0,0.0,0.0
Development Vice Presidency,Resources Development Management,2020-01-01,Contractors,44808.0,44808.0,200.0,200.0
Vice President of Projects,Proyect Management,2020-01-01,Company,5484.0,5484.0,29.0,29.0
Operations Vice Presidency,Technical Services Management,2020-01-01,Contractors,20538.0,20538.0,87.0,87.0
Operations Vice Presidency,Technical Services Management,2020-01-01,Company,15096.75,15096.75,84.0,84.0
Vice President of Projects,Project Management - 3rd Ball Mill,2020-01-01,Contractors,119141.0,119141.0,635.0,635.0
SHE Vice Presidency,Senior Management of Strategic Planning and Operational Excellence,2020-01-01,Company,189.0,189.0,1.0,1.0
Vice Presidency of Corporate Affairs,Legal Affairs Management,2020-01-01,Company,3291.0,3291.0,16.0,16.0
Operations Vice Presidency,Senior Operations Management,2020-01-01,Company,462.0,462.0,2.0,2.0
Las Bambas Presidency,Executive Office,2020-01-01,Company,435.0,435.0,2.0,2.0
Commercial Vice Presidency,"Commercial General Management, Finance and Business Support",2020-01-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Human Resources,Human Resources Management,2020-01-01,Contractors,409.5,409.5,2.0,2.0
SHE Vice Presidency,Human Resources Management,2020-01-01,Company,4078.5,4078.5,22.0,22.0
Vice Presidency of Corporate Affairs,General Management of Corporate & Legal Affairs,2020-01-01,Company,756.0,756.0,4.0,4.0
Vice President of Projects,General Development Management,2020-01-01,Company,297.0,297.0,2.0,2.0
Commercial Vice Presidency,Finance and Business Evaluation Management,2020-01-01,Contractors,0.0,0.0,0.0,0.0
Vice Presidency of Supply,Community Relations Management,2020-01-01,Company,14719.891304347826,14719.891304347826,83.0,83.0
Vice President of Projects,Project Services and Engineering Management,2020-01-01,Company,5037.0,5037.0,26.0,26.0
Development Vice Presidency,Project Services and Engineering Management,2020-01-01,Contractors,9576.0,9576.0,53.0,53.0
Vice Presidency of Human Resources,Operational Excellence Management,2020-01-01,Company,2398.5,2398.5,12.0,12.0
Commercial Vice Presidency,Operations General Management,2020-01-01,Company,613.5,613.5,3.0,3.0
Vice Presidency of Supply,Supply Management,2020-02-01,Company,807.483870967742,807.483870967742,,
Vice Presidency of Corporate Affairs,General Management of Corporate & Legal Affairs,2020-02-01,Company,73.16129032258064,73.16129032258064,,
Development Vice Presidency,Studies Management,2020-02-01,Contractors,0.0,0.0,,
Vice Presidency of Supply,Supply Management,2020-02-01,Contractors,8791.741935483871,2173.587096774194,,
Internal Protection Management,Internal Protection Management,2020-02-01,Contractors,6571.645161290323,6571.645161290323,,
Vice President of Projects,Proyect Management,2020-02-01,Contractors,0.0,0.0,,
Vice President of Projects,Proyect Management,2020-02-01,Company,530.7096774193549,530.7096774193549,,
Vice President of Projects,Studies Management,2020-02-01,Company,114.09677419354838,114.09677419354838,,
Vice Presidency of Corporate Affairs,Corporate Affairs Management,2020-02-01,Company,349.11290322580646,349.11290322580646,,
Vice Presidency of Human Resources,Senior Project Management,2020-02-01,Company,22.35483870967742,22.35483870967742,,
Vice Presidency of Supply,Procurement Management - Projects,2020-02-01,Contractors,9048.09677419355,9048.09677419355,,
SHE Vice Presidency,Senior Management of Strategic Planning and Operational Excellence,2020-02-01,Company,18.29032258064516,18.29032258064516,,
Vice President of Projects,General Development Management,2020-02-01,Company,28.741935483870968,28.741935483870968,,
Operations Vice Presidency,Senior Operations Management,2020-02-01,Company,44.70967741935484,44.70967741935484,,
Operations Vice Presidency,Concentrator Plant Management,2020-02-01,Company,3576.8467741935483,3576.8467741935483,,
Vice President of Projects,TSF Project Management,2020-02-01,Contractors,12894.241935483871,12894.241935483871,,
Vice Presidency of Legal Affairs,Finance and Business Evaluation Management,2020-02-01,Company,230.90322580645162,230.90322580645162,,
SHE Vice Presidency,SHE Management,2020-02-01,Contractors,989.4193548387096,989.4193548387096,,
Vice Presidency of Supply,Logistics Management,2020-02-01,Company,1268.8548387096773,1268.8548387096773,,
Vice Presidency of Supply,SHE Management,2020-02-01,Company,870.2177419354839,870.2177419354839,,
Vice Presidency of Human Resources,Strategic Planning Management,2020-02-01,Company,323.1290322580645,323.1290322580645,,
Commercial Vice Presidency,Finance and Business Evaluation Management,2020-02-01,Contractors,0.0,0.0,,
Vice Presidency of Human Resources,Human Resources Management,2020-02-01,Contractors,39.62903225806452,39.62903225806452,,
SHE Vice Presidency,Human Resources Management,2020-02-01,Company,394.69354838709677,394.69354838709677,,
Vice Presidency of Corporate Affairs,Legal Affairs Management,2020-02-01,Company,318.48387096774195,318.48387096774195,,
Operations Vice Presidency,Concentrator Plant Management,2020-02-01,Contractors,1024.4516129032259,759.3870967741935,,
Commercial Vice Presidency,Internal Protection Management,2020-02-01,Company,291.6290322580645,291.6290322580645,,
Vice Presidency of Corporate Affairs,Resources Development Management,2020-02-01,Company,579.9677419354839,579.9677419354839,,
Vice President of Projects,Project Management - 3rd Ball Mill,2020-02-01,Contractors,11529.774193548386,11529.774193548386,,
SHE Vice Presidency,Tax and Comptroller Management,2020-02-01,Company,127.74193548387096,127.74193548387096,,
Development Vice Presidency,Project Services and Engineering Management,2020-02-01,Contractors,926.7096774193549,926.7096774193549,,
Logistics and Site Services Management,Logistics and Site Services Management,2020-02-01,Contractors,35228.12903225807,13699.393548387096,,
Vice President of Projects,Development Management,2020-02-01,Company,142.69354838709677,142.69354838709677,,
Operations Vice Presidency,Mine Operations Management,2020-02-01,Contractors,13977.967741935483,13977.967741935483,,
Vice Presidency of Supply,Community Relations Management,2020-02-01,Company,1424.5056100981767,1424.5056100981767,,
Vice President of Projects,Project Services and Engineering Management,2020-02-01,Company,487.4516129032258,487.4516129032258,,
Commercial Vice Presidency,Tax and Comptroller Management,2020-02-01,Contractors,0.0,0.0,,
Vice Presidency of Human Resources,Operational Excellence Management,2020-02-01,Company,232.11290322580646,232.11290322580646,,
Vice Presidency of Legal Affairs,"Commercial General Management, Finance and Business Support",2020-02-01,Company,16.548387096774192,16.548387096774192,,
Commercial Vice Presidency,"Commercial General Management, Finance and Business Support",2020-02-01,Contractors,0.0,0.0,,
Commercial Vice Presidency,Operations General Management,2020-02-01,Company,59.37096774193548,59.37096774193548,,
Las Bambas Presidency,Executive Office,2020-02-01,Contractors,0.0,0.0,,
Las Bambas Presidency,Executive Office,2020-02-01,Company,42.096774193548384,42.096774193548384,,
Vice President of Projects,Project Development Management,2020-02-01,Company,35.70967741935484,35.70967741935484,,
Commercial Vice Presidency,Technology,2020-02-01,Company,336.48387096774195,336.48387096774195,,
Operations Vice Presidency,Technical Services Management,2020-02-01,Contractors,1987.5483870967741,1987.5483870967741,,
Operations Vice Presidency,Technical Services Management,2020-02-01,Company,1460.975806451613,1460.975806451613,,
